"ID","Clee","Nombre de la Unidad Económica","Razón social","Código de la clase de actividad SCIAN","Nombre de clase de la actividad","Descripcion estrato personal ocupado","Tipo de vialidad","Nombre de la vialidad","Tipo de entre vialidad 1","Nombre de entre vialidad 1","Tipo de entre vialidad 2","Nombre de entre vialidad 2","Tipo de entre vialidad 3","Nombre de entre vialidad 3","Número exterior o kilómetro","Letra exterior","Edificio","Edificio Piso","Número interior","Letra interior","Tipo de asentamiento humano","Nombre de asentamiento humano","Tipo centro comercial","Corredor industrial, centro comercial o mercado público","Número de local","Código Postal","Clave entidad","Entidad federativa","Clave municipio","Municipio","Clave localidad","Localidad","Área geoestadística básica ","Manzana","Número de teléfono","Correo electrónico","Sitio en Internet","Tipo de establecimiento","Latitud","Longitud","Fecha de incorporación al DENUE"
"10502184","19039722511015271000000000U0","COMIDAS EL SAZON DE LUCY",,"722511","Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida","0 a 5 personas","CALLE","MIGUEL NIETO","CALLE","ISAAC GARZA","CALLE","SANTIAGO TAPIA","CALLE","RAMON CORONA","525",,,,,,"COLONIA","CENTRO",,,,"64000","19","NUEVO LEÓN   ","039","Monterrey","0001","Monterrey","1474","016",,,,"Fijo","25.68135249","-100.32810006","2024-11"
"9777808","19039722511011611000000000U1","COMIDAS EL TEXAS",,"722518","Restaurantes que preparan otro tipo de alimentos para llevar","0 a 5 personas","AVENIDA","CUAUHTEMOC","CALLE","15 DE MAYO","CALLE","5 DE MAYO","CALLE","JOSE GARIBALDI","427",,"PLAZA FUNDADORES","PLANTA BAJA","2","Q","COLONIA","CENTRO","MERCADO PUBLICO","FUNDADORES","Q 2","64000","19","NUEVO LEÓN   ","039","Monterrey","0001","Monterrey","1686","025","8127456716",,,"Fijo","25.67363154","-100.31848947","2024-11"
"3046417","19006722514001821010000000U1","COMIDAS ELSA",,"722518","Restaurantes que preparan otro tipo de alimentos para llevar","0 a 5 personas","AVENIDA","JOSE MARIA","AVENIDA","ISIDRO SEPULVEDA MARTINEZ","AVENIDA","MUNDIAL","AVENIDA","RR","0","SN",,,"0",,"PARQUE INDUSTRIAL","JM",,,,"66633","19","NUEVO LEÓN   ","006","Apodaca","0001","Ciudad Apodaca","0259","057","8110651630",,,"Semifijo","25.74191826","-100.21773761","2010-07"
"10325087","19039722511013091000000000U4","COMIDAS ELVIA",,"722511","Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida","0 a 5 personas","CALLE","QUERETARO","AVENIDA","DOCTOR IGNACIO MORONES PRIETO","CALLE","16 DE SEPTIEMBRE","CALLE","YUCATAN","300",,"MERCADO DIAZ ORDAZ","PLANTA BAJA",,,"COLONIA","INDEPENDENCIA","MERCADO PUBLICO","MERCADO DIAZ ORDAZ","14","64720","19","NUEVO LEÓN   ","039","Monterrey","0001","Monterrey","1883","025","8186545585",,,"Fijo","25.66229521","-100.31614362","2024-11"
"3035367","19039722212008241000000000U7","COMIDAS ERNESTO",,"722518","Restaurantes que preparan otro tipo de alimentos para llevar","0 a 5 personas","CALLE","AMERICA","CALLE","16 DE SEPTIEMBRE","AVENIDA","DOCTOR IGNACIO MORONES PRIETO","CALLE","MIGUEL NIETO","1619",,,,"0",,"COLONIA","NUEVAS COLONIAS",,,,"64710","19","NUEVO LEÓN   ","039","Monterrey","0001","Monterrey","185A","007",,,,"Fijo","25.66456627","-100.33186937","2010-07"
"2915099","19026722219002621000000000U8","COMIDAS EVELIA",,"722518","Restaurantes que preparan otro tipo de alimentos para llevar","6 a 10 personas","AVENIDA","TRIUNFO DE LA REPUBLICA","CALLE","TAMAZUNCHALE","CALLE","PATZCUARO","CALLE","FLORIDA","1707","A",,,"0",,"COLONIA","PARAISO",,,,"67140","19","NUEVO LEÓN   ","026","Guadalupe","0001","Guadalupe","0533","014","8124288863","DOORISE_FLORES@HOTMAIL.COM",,"Fijo","25.66721263","-100.26992304","2010-07"
"10296976","19046722511002251000000000U2","COMIDAS FLORES",,"722511","Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida","0 a 5 personas","CALLE","INSURGENTES","AVENIDA","CENTRAL","CALLE","SABINAS","AVENIDA","CENTRAL","301",,,,"0",,"COLONIA","CHAPULTEPEC",,,,"66450","19","NUEVO LEÓN   ","046","San Nicolás de los Garza","0001","San Nicolás de los Garza","0146","036",,,,"Fijo","25.74407184","-100.29616051","2024-11"
"7786786","19039722511004721000000000U7","COMIDAS FLORES",,"722511","Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida","0 a 5 personas","CALLE","DECRETO PRESIDENCIAL","CALLE","LEY DE REFORMA AGRARIA","CALLE","CIUDAD DE GUAYMAS","CALLE","CAMPESINOS DE AMERICA","0","SN",,,"0",,"COLONIA","PLUTARCO ELIAS CALLES",,,,"64100","19","NUEVO LEÓN   ","039","Monterrey","0001","Monterrey","3362","005","8110341220",,,"Fijo","25.75165806","-100.38731633","2019-11"
"10728169","19039722518004411000000000U0","COMIDAS GABRIEL",,"722518","Restaurantes que preparan otro tipo de alimentos para llevar","0 a 5 personas","CALLE","KIEL","CALLE","PUERTO LIVERPOOL","CALLE","PUERTO MARQUES","CALLE","NANTES","3032",,,,,,"COLONIA","NARVARTE",,,,"64830","19","NUEVO LEÓN   ","039","Monterrey","0001","Monterrey","2025","014","8130946467",,,"Fijo","25.65029119","-100.28354388","2024-11"
"3035864","19046461121000671000000000U6","COMIDAS GAONA",,"722518","Restaurantes que preparan otro tipo de alimentos para llevar","0 a 5 personas","AVENIDA","ROMULO GARZA","CALLE","FEDERACION DE TRABAJADORES DE NUEVO LEON","CALLE","LIBERTAD DE EXPRESION","PEATONAL","PEATONAL DE LAS GARANTIAS INDIVIDUALES","911",,,,"0",,"COLONIA","CONSTITUYENTES DE QUERETARO 4 TO SECTOR",,,,"66490","19","NUEVO LEÓN   ","046","San Nicolás de los Garza","0001","San Nicolás de los Garza","1252","036",,,,"Fijo","25.71120509","-100.26349123","2010-07"
"7787530","19039722511008401000000000U2","COMIDAS GARZA",,"722511","Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida","0 a 5 personas","CALLE","PEDRO CELESTINO NEGRETE","CALLE","HEROE DE NACOZARI","CALLE","ARTICULO 123","CALZADA","GUADALUPE VICTORIA","0","SN",,,,,"COLONIA","TALLERES",,,,"64480","19","NUEVO LEÓN   ","039","Monterrey","0001","Monterrey","1192","009","8180944171","RAYMUNDO-GR@HOTMAIL.COM",,"Fijo","25.69096136","-100.33646895","2019-11"
"3035274","19039722212014921010000000U6","COMIDAS GUERA",,"722518","Restaurantes que preparan otro tipo de alimentos para llevar","0 a 5 personas","CALLE","16 DE SEPTIEMBRE","CALLE","CAMPECHE","CALLE","MORELIA","AVENIDA","DOCTOR IGNACIO MORONES PRIETO","823",,,,"0",,"COLONIA","INDEPENDENCIA",,,,"64720","19","NUEVO LEÓN   ","039","Monterrey","0001","Monterrey","1879","009","8183451729",,,"Fijo","25.6630814","-100.32403507","2010-07"
"8413274","19039722511009071000000000U2","COMIDAS GUILLERMINA",,"722511","Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida","0 a 5 personas","AVENIDA","GENERAL BERNARDO REYES","CALLE","APODACA","CALLE","SALINAS","CALLE","GARZA GARCIA","0","SN","MERCADO EMILIANO ZAPATA","PLANTA BAJA","1",,"COLONIA","TOPO CHICO","MERCADO PUBLICO","MERCADO EMILIANO ZAPATA","22","64260","19","NUEVO LEÓN   ","039","Monterrey","0001","Monterrey","0315","010",,,,"Fijo","25.73469003","-100.33286826","2019-11"
"9822940","19046722310000331000000000U1","COMIDAS IDALIA",,"722518","Restaurantes que preparan otro tipo de alimentos para llevar","0 a 5 personas","CALLE","NOGALAR","AVENIDA","DIEGO DIAZ DE BERLANGA","CALLE","PRIMERA PRIVADA","CALLE","ANAHUAC","303",,,,,,"COLONIA","ANTIGUO NOGALAR",,,,"66484","19","NUEVO LEÓN   ","046","San Nicolás de los Garza","0001","San Nicolás de los Garza","1661","008","8117261592",,,"Fijo","25.71863852","-100.28268685","2024-11"
"9805192","19026722518001781000000000U6","COMIDAS ILUSION",,"722518","Restaurantes que preparan otro tipo de alimentos para llevar","0 a 5 personas","CALLE","JESUS GOMEZ","CALLE","CAMINO REAL","AVENIDA","FIDEL VELAZQUEZ","CALLE","JESUS GOMEZ","5905","A",,,,,"COLONIA","AGUA NUEVA",,,,"67185","19","NUEVO LEÓN   ","026","Guadalupe","0001","Guadalupe","0590","020","8130689868",,,"Fijo","25.66920228","-100.22313585","2024-11"
"10245782","19039722511011591000000000U5","COMIDAS IMELDA",,"722518","Restaurantes que preparan otro tipo de alimentos para llevar","0 a 5 personas","AVENIDA","CUAUHTEMOC","CALLE","15 DE MAYO","CALLE","5 DE MAYO","CALLE","JOSE GARIBALDI","427",,"PLAZA FUNDADORES","PLANTA BAJA","1","Q","COLONIA","CENTRO","MERCADO PUBLICO","FUNDADORES","Q1","64000","19","NUEVO LEÓN   ","039","Monterrey","0001","Monterrey","1686","025",,,,"Fijo","25.67363154","-100.31848947","2024-11"
"9739122","19039722518004511000000000U7","COMIDAS IMELDA",,"722518","Restaurantes que preparan otro tipo de alimentos para llevar","0 a 5 personas","CALLE","MANUEL Z GOMEZ","CALLE","CRUZ M. VILLARREAL","CALLE","MIGUEL AUZA","CALLE","MANUEL P. DEL LLANO","1334",,,,,,"COLONIA","CONSTITUYENTES DEL 57",,,,"64260","19","NUEVO LEÓN   ","039","Monterrey","0001","Monterrey","0565","053",,,,"Fijo","25.72748463","-100.3272304","2024-11"
"10428216","19006722518001071000000000U4","COMIDAS IRMA",,"722518","Restaurantes que preparan otro tipo de alimentos para llevar","0 a 5 personas","CALLE","DESIERTO SAHARA","CALLE","DESIERTO SALADO DE UTAH","CALLE","DESIERTO MOJAVE","CALLE","DESIERTO ALTAR","203",,,,"0",,"COLONIA","BALCONES DE HUINALA",,,,"66640","19","NUEVO LEÓN   ","006","Apodaca","0001","Ciudad Apodaca","030A","008",,,,"Fijo","25.739397","-100.16540236","2024-11"
"2984043","19026722517002631000000000U4","COMIDAS JERRYS",,"722517","Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar","0 a 5 personas","CALLE","VILLA DE AYALA","CALLE","MIGUEL HIDALGO Y COSTILLA","CALLE","GENOVEVO DE LA O","CALLE","PLAN DE AYALA","5114",,,,"0",,"COLONIA","EMILIANO ZAPATA",,,,"67118","19","NUEVO LEÓN   ","026","Guadalupe","0001","Guadalupe","2277","018","8181359969",,,"Fijo","25.69791652","-100.20371183","2014-12"
"2926347","19021722219001611000000000U1","COMIDAS JOSSELYN",,"722511","Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida","0 a 5 personas","CARRETERA","CARRETERA A MONCLOVA","CALLE","MONTERREY","CARRETERA","CARRETERA A COLOMBIA","CALLE","ESCOBEDO","0","SN",,,,,"COLONIA","MARIA DE LOS ANGELES",,,,"66052","19","NUEVO LEÓN   ","021","General Escobedo","0001","Ciudad General Escobedo","0950","008",,,,"Fijo","25.81966123","-100.2944027","2010-07"
"9093606","19039722518003851000000000U8","COMIDAS JOSSUE",,"722518","Restaurantes que preparan otro tipo de alimentos para llevar","0 a 5 personas","CALLE","PROFESOR JOSE SILVESTRE ARAMBERRI","CALLE","JOSE MARIANO JIMENEZ","AVENIDA","CUAUHTEMOC","CALLE","MODESTO ARREOLA","410",,,,"0",,"COLONIA","MONTERREY",,,,"64000","19","NUEVO LEÓN   ","039","Monterrey","0001","Monterrey","153A","016",,,,"Fijo","25.67653664","-100.31784544","2019-11"
"11494166","19021722310000091000000000U4","COMIDAS JUANY",,"722518","Restaurantes que preparan otro tipo de alimentos para llevar","0 a 5 personas","CALLE","ALAVA","CALLE","GALICIA","CALLE","BADAJOZ","CALLE","BADAJOZ","0","SN",,,,,"COLONIA","INFONAVIT TOPO GRANDE",,,,"66056","19","NUEVO LEÓN   ","021","General Escobedo","0001","Ciudad General Escobedo","0575","007","8124487845",,,"Fijo","25.78276188","-100.31636191","2024-11"
"7786102","19039722511004701000000000U9","COMIDAS KALAA",,"722511","Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida","0 a 5 personas","CALLE","ALTAMISA","CALLE","BOSQUE DE CHAPULTEPEC","CALLE","NOPAL","CALLE","CONGRESO CONSTITUYENTES","0","SN",,,,,"COLONIA","MIRASOL",,,,"64102","19","NUEVO LEÓN   ","039","Monterrey","0001","Monterrey","4483","037","8115616650",,,"Fijo","25.76164395","-100.39906222","2019-11"
"8815944","19039722330000501000000000U2","COMIDAS KARINA",,"722518","Restaurantes que preparan otro tipo de alimentos para llevar","0 a 5 personas","CALLE","TERCERA ZONA","CALLE","JOSE M. TAMEZ","PROLONGACION","JOSE MARIA MORELOS Y PAVON","CALLE","CUARTA ZONA","0","SN",,,,,"COLONIA","CARACOL",,,,"64810","19","NUEVO LEÓN   ","039","Monterrey","0001","Monterrey","1775","006","8122645921",,,"Semifijo","25.66450708","-100.29554623","2019-11"
"3022714","19039722219001721000000000U0","COMIDAS K-CERAS",,"722511","Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida","6 a 10 personas","CALLE","ESTATUTO JURIDICO","AVENIDA","DECIMA QUINTA","CALLE","CARLOS DE VELASCO","CALLE","JOSE S. VIVANCO","113",,,,"0",,"COLONIA","BUROCRATAS DEL ESTADO",,,,"64380","19","NUEVO LEÓN   ","039","Monterrey","0001","Monterrey","0692","030",,,,"Fijo","25.70738949","-100.36686235","2010-07"
"3026171","19039722514007071010000000U8","COMIDAS LA CASITA",,"722518","Restaurantes que preparan otro tipo de alimentos para llevar","0 a 5 personas","CALLE","PABLO MONCAYO","AVENIDA","INSURGENTES","ANDADOR","WAGNER","CALLE","PABLO MONCAYO","112",,,,"0",,"COLONIA","COLINAS DE SAN GENARO",,,,"64630","19","NUEVO LEÓN   ","039","Monterrey","0001","Monterrey","1421","031","8113260717",,,"Semifijo","25.68101129","-100.35784543","2010-07"
"8969432","19039722511006041000000000U8","COMIDAS LA ENCANTADA",,"722511","Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida","0 a 5 personas","CALLE","COLEGIO CIVIL","CALLE","MODESTO ARREOLA","CALLE","PROFESOR JOSE SILVESTRE ARAMBERRI","AVENIDA","LICENCIADO BENITO JUAREZ","129","A",,,"0",,"COLONIA","MONTERREY",,,,"64000","19","NUEVO LEÓN   ","039","Monterrey","0001","Monterrey","153A","013",,,,"Fijo","25.67599242","-100.31530791","2019-11"
"2948836","19006722518000021000000000U0","COMIDAS LA ESCONDIDA",,"722518","Restaurantes que preparan otro tipo de alimentos para llevar","0 a 5 personas","AVENIDA","ACEROS","CALLE","RUGO","CALLE","CERVECERIA","AVENIDA","ACEROS",,"SN",,,"0",,"COLONIA","NUEVO MEZQUITAL",,,,"66630","19","NUEVO LEÓN   ","006","Apodaca","0001","Ciudad Apodaca","1401","026","8183142344",,,"Fijo","25.75016484","-100.24033861","2014-12"
"7872587","19026722518001111000000000U6","COMIDAS LA ESQUINA",,"722518","Restaurantes que preparan otro tipo de alimentos para llevar","0 a 5 personas","AVENIDA","LAS AMERICAS","CALLE","VULCANO","CALLE","DEMOSTENES","CALLE","MINERVA","600",,,,"0",,"COLONIA","HERCULES",,,,"67120","19","NUEVO LEÓN   ","026","Guadalupe","0001","Guadalupe","0073","013",,"LAURAGONZALEZ26715@GMAIL.COM",,"Fijo","25.6997176","-100.24653637","2019-11"
"2993391","19039722219010211000000000U1","COMIDAS LA ESTACION",,"722511","Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida","0 a 5 personas","AVENIDA","CRISTOBAL COLON","AVENIDA","FELIX URESTI GOMEZ","CALLE","AGUSTIN MELGAR","CALLE","RAMON TREVIÑO","1815","B","EDIFICIO CESAREO PEREZ UINTANILLA","PLANTA BAJA","101",,"COLONIA","TERMINAL","EDIFICIO COMERCIAL Y DE SERVICIOS","EDIFICIO CESAREO PEREZ UINTANILLA","101","64580","19","NUEVO LEÓN   ","039","Monterrey","0001","Monterrey","1309","016","8184016306",,,"Fijo","25.68408004","-100.29642699","2014-12"
"8371121","19039722518002141000000000U5","COMIDAS LA FUENTE",,"722518","Restaurantes que preparan otro tipo de alimentos para llevar","0 a 5 personas","CALLE","RAFAEL PLATON SANCHEZ","CALLE","ALBINO ESPINOSA","CALLE","RUPERTO MARTINEZ","CALLE","LUIS CARVAJAL Y DE LA CUEVA","250",,,,"0",,"COLONIA","CENTROO",,,,"64000","19","NUEVO LEÓN   ","039","Monterrey","0001","Monterrey","1578","020","8124235784","CARMENGAITAN@YAHOO.COM",,"Fijo","25.67642898","-100.3027077","2019-11"
"8754235","19026722518000811000000000U2","COMIDAS LA JAROCHA",,"722518","Restaurantes que preparan otro tipo de alimentos para llevar","0 a 5 personas","CALLE","NINGUNO","CALLE","INSURGENTES","CALLE","DOCTOR JOSE SIXTO VERDUZCO","CALLE","DOCTOR JOSE SIXTO VERDUZCO","700",,"MERCADO DE ABASTOS MONTERREY","PLANTA BAJA","1064",,"COLONIA","CENTRAL DE ABASTOS","CENTRAL DE ABASTO","CENTRAL DE ABASTOS GUADALUPE","1064","67142","19","NUEVO LEÓN   ","026","Guadalupe","0001","Guadalupe","1438","015","8117005647",,,"Fijo","25.66879041","-100.26329858","2019-11"
"2980368","19026722518000321000000000U2","COMIDAS LA MANA",,"722518","Restaurantes que preparan otro tipo de alimentos para llevar","0 a 5 personas","CALLE","JOSE MARIA MORELOS Y PAVON","CALLE","CUAUHTEMOC","CALLE","CUAUHTEMOC","CALLE","LEON","702",,,,"0",,"COLONIA","CENTRO",,,,"67100","19","NUEVO LEÓN   ","026","Guadalupe","0001","Guadalupe","1404","006","8183556753",,,"Fijo","25.67433224","-100.26550634","2014-12"
"10074856","19046722518001291000000000U4","COMIDAS LA MARIETTA",,"722518","Restaurantes que preparan otro tipo de alimentos para llevar","0 a 5 personas","AVENIDA","MORENITA MIA","CALLE","ESTRELLITA","CALLE","NOCHE DE RONDA","CALLE","FAROLITO","0","SN",,,,,"COLONIA","ROBLE",,,,"66414","19","NUEVO LEÓN   ","046","San Nicolás de los Garza","0001","San Nicolás de los Garza","088A","033",,,,"Fijo","25.7604341","-100.28553105","2024-11"
"9995135","19026722518001841000000000U8","COMIDAS LA MORENA",,"722518","Restaurantes que preparan otro tipo de alimentos para llevar","0 a 5 personas","CALLE","IGNACIO LOPEZ RAYON","CALLE","PORVENIR","CALLE","PRIVADA MARIA MEDINA","CALLE","MARIA MEDINA","0","SN",,,,,"COLONIA","SAN RAFAEL",,,,"67110","19","NUEVO LEÓN   ","026","Guadalupe","0001","Guadalupe","0228","037",,,,"Fijo","25.69128067","-100.22120606","2024-11"
"2919039","19039722110000741000000000U0","COMIDAS LA PEÑITA",,"722511","Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida","0 a 5 personas","CALLE","RUPERTO MARTINEZ","AVENIDA","LICENCIADO BENITO JUAREZ","CALLE","VICENTE GUERRERO","CALLE","PROFESOR JOSE SILVESTRE ARAMBERRI","1","A","MERCADO JUAREZ","PISO 1","63",,"COLONIA","CENTRO","MERCADO PUBLICO","MERCADO JUAREZ","63","64000","19","NUEVO LEÓN   ","039","Monterrey","0001","Monterrey","1544","018",,,,"Fijo","25.67697706","-100.31404613","2010-07"
"3034703","19039722219015641000000000U4","COMIDAS LA PLACITA",,"722517","Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar","0 a 5 personas","CALLE","LAGUNA DEL CARMEN","CALLE","HILARIO MARTINEZ","CALLE","SINALOA","CALLE","LAGUNA DE TAMIAHUA","1325",,,,"0",,"FRACCIONAMIENTO","CENTRO",,,,"67720","19","NUEVO LEÓN   ","039","Monterrey","0001","Monterrey","1991","040",,,,"Fijo","25.65078831","-100.30597003","2010-07"
"11520505","19048722518000671000000000S4","COMIDAS LA TIA","SOESMAR SC DE RL DE CV","722518","Restaurantes que preparan otro tipo de alimentos para llevar","0 a 5 personas","CALLE","PEDRO GARFIAS","CALLE","XAVIER VILLAURRUTIA","CALLE","CARLOS FUENTES","CALLE","JUAN RULFO","0","SN",,,"1",,"MANZANA","XAVIER VILLAREAL",,,,"66358","19","NUEVO LEÓN   ","048","Santa Catarina","0001","Ciudad Santa Catarina","105A","007","8118079661",,,"Fijo","25.68228876","-100.48698621","2024-11"
"10159774","19021722518001211000000000U5","COMIDAS LA VAQUITA",,"722518","Restaurantes que preparan otro tipo de alimentos para llevar","0 a 5 personas","CALLE","REAL DE LOS AGAVES","CALLE","NINGUNO","CALLE","NINGUNO","CALLE","ZACATE","629",,,,,,"FRACCIONAMIENTO","REAL DE LOS AGAVES",,,,"66067","19","NUEVO LEÓN   ","021","General Escobedo","0001","Ciudad General Escobedo","1732","008","8119984758",,,"Fijo","25.83213482","-100.38945778","2024-11"
"7787706","19039722511008501000000000U9","COMIDAS LAS RANITAS",,"722511","Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida","0 a 5 personas","CALLE","THOMAS ALVA EDISON","CALLE","FRANCISCO JAVIER ECHEVERRIA","CALLE","JOSE JUSTO CORRO","CALLE","THOMAS ALVA EDISON","1910",,,,"0",,"COLONIA","TALLERES",,,,"64420","19","NUEVO LEÓN   ","039","Monterrey","0001","Monterrey","1188","022",,,,"Fijo","25.6943219","-100.33230553","2019-11"
"11362544","19006722518001051000000000U6","COMIDAS LOLA",,"722518","Restaurantes que preparan otro tipo de alimentos para llevar","0 a 5 personas","CALLE","PORTUGAL","CALLE","NINGUNO","CALLE","ITALIA","CALLE","ESPAÑA","1135",,,,,,"COLONIA","VIVIENDA DIGNA",,,,"66647","19","NUEVO LEÓN   ","006","Apodaca","0001","Ciudad Apodaca","1897","017","8118540613",,,"Fijo","25.70743913","-100.14626155","2024-11"
"8649524","19039722518003691000000000U8","COMIDAS LOLIS",,"722518","Restaurantes que preparan otro tipo de alimentos para llevar","0 a 5 personas","CALLE","INDEPENDENCIA","CALLE","JOAQUIN G. LEAL","CALLE","HEROES DEL 47","CALLE","NARDO","0","SN",,,,,"COLONIA","CEMENTOS",,,,"64520","19","NUEVO LEÓN   ","039","Monterrey","0001","Monterrey","0993","004","8114886977",,,"Fijo","25.70062311","-100.2964111","2019-11"
"7334943","19046722518000881000000000U3","COMIDAS LOS NOGALES",,"722518","Restaurantes que preparan otro tipo de alimentos para llevar","0 a 5 personas","CALLE","INSURGENTES","AVENIDA","CENTRAL","CALLE","SALTILLO","AVENIDA","CENTRAL","227",,,,"0",,"COLONIA","CHAPULTEPEC",,,,"66458","19","NUEVO LEÓN   ","046","San Nicolás de los Garza","0001","San Nicolás de los Garza","1642","004",,,,"Fijo","25.74364274","-100.29599954","2019-11"
"7564176","19019722511002561000000000U1","COMIDAS LOS SAUCES",,"722511","Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida","0 a 5 personas","AVENIDA","JOSE MARIANO JIMENEZ","CALLE","LOS FRESNOS","CALLE","2 DE ABRIL","CALLE","LOS RAYONES","0","SN",,,,,"COLONIA","SAUCES 1ER SEC",,,,"66237","19","NUEVO LEÓN   ","019","San Pedro Garza García","0001","San Pedro Garza García","0543","014","8126409967","ISRAEL_RIV45@HOTMAIL.COM",,"Fijo","25.6606681","-100.41042789","2019-11"
"10785633","19021722518001031000000000U7","COMIDAS LUCY",,"722518","Restaurantes que preparan otro tipo de alimentos para llevar","0 a 5 personas","CALLE","GENERAL EMILIANO ZAPATA","CALLE","FRANCISCO I. MADERO","CALLE","JOSE MARIA MORELOS Y PAVON","CALLE","BENITO JUAREZ","210","A",,,,,"COLONIA","EX HACIENDA EL CANADA",,,,"66050","19","NUEVO LEÓN   ","021","General Escobedo","0001","Ciudad General Escobedo","0236","002","8112777632",,,"Fijo","25.7827843","-100.28832679","2024-11"
"10385074","19048722511000941000000000U6","COMIDAS LUPITA",,"722511","Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida","0 a 5 personas","AVENIDA","PERIMETRAL SUR","AVENIDA","CENTRAL","CALLE","5 PONIENTE","CALLE","E ORIENTE","329",,,,,,"COLONIA","LOPEZ MATEOS",,,,"66360","19","NUEVO LEÓN   ","048","Santa Catarina","0001","Ciudad Santa Catarina","0808","001",,,,"Fijo","25.69135427","-100.451716","2024-11"
"2968388","19039722518000811000000000U5","COMIDAS LUPITA",,"722518","Restaurantes que preparan otro tipo de alimentos para llevar","0 a 5 personas","CALLE","MELCHOR MUZQUIZ","AVENIDA","GENERAL BERNARDO REYES","CALLE","JUAN ALVAREZ","CALLE","MIGUEL BARRAGAN","1101",,,,"0",,"COLONIA","INDUSTRIAL",,,,"64440","19","NUEVO LEÓN   ","039","Monterrey","0001","Monterrey","1224","012","8129520587",,,"Fijo","25.69211587","-100.32268049","2014-12"
"2921950","19039722511002991000000000U8","COMIDAS LUPITA",,"722518","Restaurantes que preparan otro tipo de alimentos para llevar","0 a 5 personas","CALLE","ISAAC GARZA","CALLE","HERMENEGILDO GALEANA","CALLE","VICENTE GUERRERO","CALLE","GENERAL JERONIMO TREVIÑO","225",,,,"0",,"COLONIA","CENTRO MONTERREY",,,,"64100","19","NUEVO LEÓN   ","039","Monterrey","0001","Monterrey","1510","005",,,,"Fijo","25.68045295","-100.31242042","2010-07"
"8829782","19039722518002381000000000U7","COMIDAS LUPITA",,"722518","Restaurantes que preparan otro tipo de alimentos para llevar","0 a 5 personas","AVENIDA","AZTLAN","CALLE","ALBOQUERON","CALLE","HELIOTROPO","CALLE","NELUMBIO","657",,,,"0",,"COLONIA","FOMERREY 116",,,,"64106","19","NUEVO LEÓN   ","039","Monterrey","0001","Monterrey","4708","028",,,,"Fijo","25.76325061","-100.38078668","2019-11"
"11168562","19039722511014891000000000S6","COMIDAS LUPITA",,"722511","Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida","0 a 5 personas","CALLE","LEONA VICARIO","PEATONAL","JOSE MARIA MORELOS Y PAVON","CALLE","FRAY SERVANDO TERESA DE MIER","ANDADOR","HERMENEGILDO GALEANA","801",,,,,,"ZONA COMERCIAL","CENTRO DE MONTERREY",,,,"64000","19","NUEVO LEÓN   ","039","Monterrey","0001","Monterrey","1741","020",,,,"Fijo","25.66833866","-100.31467392","2024-11"
"10167827","19039722511011401000000000U7","COMIDAS LYDIA",,"722511","Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida","0 a 5 personas","AVENIDA","JOSE ANGEL CONCHELLO","CALLE","VIA TAMPICO","CALLE","PINO PIÑONERO","CALLE","PINO ESCOBETON","2087","3",,,,,"COLONIA","PRIVADA PINOS",,,,"64550","19","NUEVO LEÓN   ","039","Monterrey","0001","Monterrey","1313","054","8123500084",,,"Fijo","25.69034008","-100.29534759","2024-11"
"8288426","19039722514013871000000000U3","COMIDAS MAGI",,"722518","Restaurantes que preparan otro tipo de alimentos para llevar","0 a 5 personas","CALLE","JULIAN VILLAGRAN","CALLE","MANUEL DE LA PEÑA Y PEÑA","CALLE","IGNACIO COMONFORT","CALLE","JOSE TRINIDAD VILLAGOMEZ","0","SN",,,,,"COLONIA","BELLA VISTA",,,,"64410","19","NUEVO LEÓN   ","039","Monterrey","0001","Monterrey","0955","006",,,,"Semifijo","25.70247251","-100.3215976","2019-11"
"11426296","19046722511002501000000000S0","COMIDAS MAGUEYES",,"722511","Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida","0 a 5 personas","AVENIDA","MAGUEYES","CALLE","SAN LUCAS","CALLE","SAN PATRICIO","CALLE","SAN BLAS","0","SN",,,,,"COLONIA","VILLAS DE SANTO DOMINGO",,,,"66437","19","NUEVO LEÓN   ","046","San Nicolás de los Garza","0001","San Nicolás de los Garza","1303","009",,,,"Fijo","25.75053526","-100.26206137","2024-11"
